1605053538924,1,0,1 4.3711388286737929e-08 0
1605053538930,1,0,0.81285136938095093 0.58247119188308716 0
1605053538931,1,0,0.81285136938095093 0.58247119188308716 0
1605053538931,1,0,0.81285136938095093 0.58247119188308716 0
1605053538932,1,0,0.81285136938095093 0.58247119188308716 0
1605053538932,1,0,0.81285136938095093 0.58247119188308716 0
1605053538932,1,0,0.81285136938095093 0.58247119188308716 0
1605053538933,1,0,0.81285136938095093 0.58247119188308716 0
1605053538933,1,0,0.81285136938095093 0.58247119188308716 0
1605053538934,1,0,0.81285136938095093 0.58247119188308716 0
1605053538934,1,0,0.81285136938095093 0.58247119188308716 0
1605053538935,1,0,0.81285136938095093 0.58247119188308716 0
1605053538935,1,0,0.81285136938095093 0.58247119188308716 0
1605053538936,1,0,0.81285136938095093 0.58247119188308716 0
1605053538936,1,0,0.81285136938095093 0.58247119188308716 0
1605053538937,1,0,0.81285136938095093 0.58247119188308716 0
1605053538937,1,0,0.81285136938095093 0.58247119188308716 0
1605053538938,1,0,0.81285136938095093 0.58247119188308716 0
1605053538938,1,0,0.81285136938095093 0.58247119188308716 0
1605053538939,1,0,0.81285136938095093 0.58247119188308716 0
1605053538968,1,0,1 4.3711388286737929e-08 0
1605053538973,1,0,0.81285136938095093 0.58247119188308716 0
1605053538974,1,0,0.81285136938095093 0.58247119188308716 0
1605053538974,1,0,0.81285136938095093 0.58247119188308716 0
1605053538975,1,0,0.81285136938095093 0.58247119188308716 0
1605053538975,1,0,0.81285136938095093 0.58247119188308716 0
1605053538976,1,0,0.81285136938095093 0.58247119188308716 0
1605053538976,1,0,0.81285136938095093 0.58247119188308716 0
1605053538977,1,0,0.81285136938095093 0.58247119188308716 0
1605053538977,1,0,0.81285136938095093 0.58247119188308716 0
1605053538978,1,0,0.81285136938095093 0.58247119188308716 0
1605053538978,1,0,0.81285136938095093 0.58247119188308716 0
1605053538979,1,0,0.81285136938095093 0.58247119188308716 0
1605053538979,1,0,0.81285136938095093 0.58247119188308716 0
1605053538980,1,0,0.81285136938095093 0.58247119188308716 0
1605053538980,1,0,0.81285136938095093 0.58247119188308716 0
